id,Date,Height,Size,Periods,Object Number,Discribtion,Element,type,URL
,1690-1699,Height: 25.80 centimetres,Diameter: 12.90 centimetresHeight: 25.80 centimetres,Qing dynasty,"1992,0605.1-5",Five vases. Made of porcelain with underglaze of blue cobalt. Two in ancient gu shape. Three decorated with dutch canal houses on one side and Chinese pagodas and flowers on the other side.,"house,flower",vase,https://media.britishmuseum.org/media/Repository/Documents/2014_11/2_14/333fe4c3_ea3f_4e5d_9fec_a3d700f38b73/mid_01086612_001.jpg
,18thC,Height: 42 millimetres,Height: 42 millimetres,Qing dynasty,PDF.640,"Porcelain miniature vase with rounded body and long neck. The vase is made of 'soft paste' porcelain (hua shi). There are flowers, rocks and two butterflies in underglaze cobalt blue on the exterior. The base is glazed.","flower,rock,butterfly",vase,https://media.britishmuseum.org/media/Repository/Documents/2014_10/10_22/b0f6bf1e_680d_4a38_b6c2_a3c00179d5bd/mid_00570420_001.jpg
,18thC,Height: 67 millimetres,Height: 67 millimetres,Qing dynasty,PDF.641,"Porcelain vase with a depressed globular body and long neck. The vase is made of 'soft paste' porcelain (hua shi). There are dense lotus scroll designs in underglaze cobalt blue on the body and shoulder, pointed leaves on the lower part of the neck, and a chevron band around the mouth. There is a mark on the base.","lotus,leaves",vase,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_21/f31bbc2e_b9f7_40de_b653_a3bb0168275d/mid_00381035_001.jpg
,1522-1566,Height: 302 millimetres,Height: 302 millimetres,Ming dynasty,PDF.689,"Porcelain pear-shaped vase (yuhuchun ping) with long tapering neck and flaring mouth rim. There are two fountains, one with an elephant as its base and the other with a horse, in underglaze cobalt blue on the body of the vase, a narrow band of flower heads on a diaper background topped with plantain leaves at the neck. There is a mark on the base.","fountain,elephant,horse,flower",vase,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/77384761_9a78_4098_8630_a3bb016c19ae/mid_00382372_001.jpg
,16thC,Height: 288 millimetres,Height: 288 millimetres,Ming dynasty,PDF.668,"Porcelain hexagonal vase with bulbous body, long tapering neck and high spreading foot. There are cloud forms in underglaze cobalt blue on the foot, scroll patterns and ruyi heads in reserve on the body, scroll patterns and a chevron band in reserve on the neck, and stylised leaves around the rim. There is a mark on the base.","cloud,leaves",vase,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/8babc31c_0bd4_448b_835b_a3bb016ba3db/mid_00382265_001.jpg
,1800-1949,Height: 245 millimetres,Height: 245 millimetres,Qing dynasty,PDF.639,"Porcelain vase of mallet shape, with a cylindrical neck, a large foot ring formed by a recessed base, and two fish-shaped handles. There are conifer sprays in underglaze cobalt blue on the body, teardrop forms on the shoulder, with a man walking with a stick on one side of the neck, and a woman with a bamboo stick on the other. The base is unglazed.","conifer,stick",vase,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_21/83f39326_7d91_4b87_a07c_a3bb01654bad/mid_00380240_001.jpg
,1403-1424,Height: 293 millimetres,Height: 293 millimetresWidth: 203 millimetresDepth: 132 millimetres,Ming dynasty,"PDF,C.602",Porcelain flask of baoyue form with round flattened body. Two strap handles at the sides. Underglaze blue with large scale scrolling flowers and narrow band of classic scrolls around the edge.,"scroll,flower",vase,https://media.britishmuseum.org/media/Repository/Documents/2014_10/11_2/f2106132_ce1d_46d0_9ff7_a3c100276a36/mid_00588913_001.jpg
,1426-1435,Height: 145 millimetres,Height: 145 millimetresWidth: 80 millimetres,Ming dynasty,"PDF,A.633",Small porcelain vase of bronze form with two dark blue mask handles. Underglaze blue with scrolling morning glories on neck and body. There is an inscription on the base.,morning glory,vase,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/fd292ac0_777e_4c56_8349_a3bb017a0e62/mid_00387133_001.jpg
,18thC,Height: 113 millimetres,Diameter: 52 millimetresHeight: 113 millimetres,Qing dynasty,"PDF,A.630","Miniature hua shi porcelain vase. Underglaze blue scene depicting two ladies, a pine tree, potted flowers and a bird on a wooden stand. Flower sprays on neck and foot.","pine,flower,bird",vase,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/2ddc68d4_a9f1_4988_9a68_a3bb017a091e/mid_00387130_001.jpg
,18thC,Height: 106 millimetres,Diameter: 56 millimetresHeight: 106 millimetres,Qing dynasty,"PDF,C.642","Vase of hua shi porcelain with wide base and sloping shoulder. There is a wide band of scrolling lotus flowers and leaves around the body in underglaze blue, and overlapping plantain leaves on the mouth.","lotus,plantain,leaves",vase,https://media.britishmuseum.org/media/Repository/Documents/2014_10/6_6/f47cb7c7_48dd_4f70_8efd_a3bc006cdbea/mid_00390574_001.jpg
,1506-1521,Height: 15.80 centimetres,Height: 15.80 centimetres,Ming dynasty,"19,470,712.20","Porcelain vase with underglaze blue decoration. This thickly potted vase has a compressed globular body, a tubular neck with semicircular handles attached on either side, a dish-shaped mouth and a high spreading foot with a broad unglazed foot ring. Horizontal bands of underglaze blue decoration cover the surface. From the top these are: a 'ruyi' cloud motif, scroll work, quatrefoil medallions, flowering lotus scroll, 'ruyi' heads and billowing lines, and finally a border of undulating lines and dots.","lotus,fish,wave",vase,https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_22/ca053ffd_0f57_47a0_a031_a3ba016ce8e3/mid_00267175_001.jpg
,18thC,Height: 207 millimetres,Height: 207 millimetres,Qing dynasty,"PDF,C.613",Porcelain vase of baluster form with flaring mouth rim. Underglaze blue with depiction of the 'Hundred Antiquities' with various vessels on stands and several auspicious emblems around sides. Narrow band of overlapping ruyi heads at junction of shoulder and neck . Double circle on base.,vessel,vase,https://media.britishmuseum.org/media/Repository/Documents/2014_10/6_6/f73c09c9_e4e0_4949_91a7_a3bc006c8bc9/mid_00390436_001.jpg
第九页,,,,,,,,,
,1662-1722,Height: 139 millimetres,Height: 139 millimetres,Qing dynasty,PDF.609,"Faceted porcelain vase with tall cylindrical neck, high spreading foot, and two handles with animal-shaped masks. There are scrolls of morning glories in underglaze blue on the surface. There is a mark on the interior of the foot.",flowers,vase,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_21/d22910b6_127c_4b8a_bfee_a3bb0164dea5/mid_00380091_001.jpg
,1687,Height: 331 millimetres,Diameter: 188 millimetresHeight: 331 millimetres,Qing dynasty,"PDF,C.617",Porcelain vase of bulbous form with wide rounded mouth. Underglaze blue with wide band of large-scale scrolling lotus around body. Rocks in turbulent waves with clouds on one side of neck and inscription on the other. Band of shou characters alternating with auspicious emblems around mouth.,"inscription,flowers",vase,https://media.britishmuseum.org/media/Repository/Documents/2014_10/6_6/3301d882_bf40_4214_a9c3_a3bc006ca67a/mid_00390449_001.jpg
,1506-1521,Height: 455 millimetres,Diameter: 160 millimetres (base)Diameter: 190 millimetresHeight: 455 millimetres,Ming dynasty,"PDF,A.681","Large porcelain vase of ancient bronze form with two handles with rings at the neck. Underglaze blue with wide band of scrolling lotus flowers above band of lotus petals. Stylised leaves and heart-shaped panels on shoulder, ruyi motifs on the foot, and square panel with inscription between the handles.",lotus,vase,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_23/b49a98db_67ab_4c8c_a585_a3bb017b34e9/mid_00387341_001.jpg
,1522-1566,Height: 105 millimetres,Height: 105 millimetres,Ming dynasty,PDF.611,Double gourd shaped porcelain vase with low foot rim formed from a recessed base. There are four repeated dragon medallions against a honeycomb diaper background in underglaze colbalt blue on the exterior. There is an 'F' mark on the base.,dragons,vase,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_21/8b6ad4c7_a0e1_4c2e_917d_a3bb0164f7c4/mid_00380103_001.jpg
,1426-1435,Height: 51.50 centimetres,Height: 51.50 centimetres,Ming dynasty,"19,680,422.34","Large porcelain vase with underglaze blue decoration, cut-down neck and gilt-bronze mount. This large heavily potted altar vase has a cut-down neck and gilt-bronze mount. Originally it would have extended further, narrowing before flaring out to a wide mouth. It has sloping shoulders and an elongated body and stands on a very high flared foot with a stepped edge. Inside the foot it is glazed blue-white. Its foot ring is ground smooth, showing a pale porcelain paste with a peppering of brown iron impurities. It is ornamented in uneven underglaze cobalt around the neck with turbulent waves with white crests, one of which has an eye, nose and mouth painted on. At the top in a space kept clear of waves is a horizontal six-character Xuande reign mark read from right to left. Around the body are the Three Friends of Winter, intermingled bamboo, pine and prunus; above and below are bands of lappets pointing up and down respectively. The foot of the vase is painted with a continuous scroll with five stylized lotus blooms.","flowers, bamboo,Pine,plum",vase,https://media.britishmuseum.org/media/Repository/Documents/2014_11/9_22/16d06f6c_33e1_48ce_82be_a3de016f39c7/mid_01481558_001.jpg
,1681-1688,Height: 421 millimetres,Diameter: 170 millimetresHeight: 421 millimetres,Qing dynasty,"PDF,C.644","Large porcelain vase of baluster form, with painted areas all carved in low relief. There are two large four-clawed red dragons rising from blue waves chasing a flaming pearl in underglaze blue, red and celadon glaze. There is an inscription on the base.","dragons, wave",vase,https://media.britishmuseum.org/media/Repository/Documents/2014_10/8_15/43cf8e3d_bdc3_4f3b_88c2_a3be00fe3b3b/mid_00440244_001.jpg
,1426-1435,Height: 190 millimetres,Diameter: 130 millimetresHeight: 190 millimetres,Ming dynasty,"PDF,B.634",Porcelain vase with lobed body. Underglaze blue with single lingzhi spray in each lobe between wide bands of lappets. Overlapping lotus petals on the mouth.,fungus,vase,https://media.britishmuseum.org/media/Repository/Documents/2014_10/6_6/4cef2653_6d3d_4b16_a9f6_a3bc00684a92/mid_00389142_001.jpg
,1628-1644,Height: 45.90 centimetres,Height: 45.90 centimetres,Ming dynasty,Franks.1673,"Rolwagen' porcelain vase with underglaze blue and incised decoration. This cylindrical 'rolwagen' vase has straight sides and a short waisted neck which flares out at the mouth. Its base is unglazed and slightly depressed in the centre. Outside it is painted in vibrant blue with, on one side, a phoenix standing on a rocky outcrop, surrounded by bamboo and with two further birds flying overhead and with insects in pairs. On the other side is a flowering tree peony. It is incised with a band of waves around the foot and a band of flowers around the neck.","birds,phoenix,bamboo,insects,flowers",vase,https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_13/45ca3d60_be10_4e44_a22c_a3b700d98ea8/mid_00065827_001.jpg
,1522-1566,Height: 240 millimetres,Diameter: 145 millimetresHeight: 240 millimetres,Ming dynasty,"PDF,A.655",Porcelain vase in form of double gourd. Underglaze blue with wide bands of scrolling lotus flowers and leaves. Individual flower heads around waist and cloud motifs at the shoulder. Inscription in band just below the lip.,gourd,vase,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/e000cc20_1f89_400e_866c_a3bb017aa18c/mid_00387173_001.jpg
,1450-1464,Height: 16.50 centimetres,Height: 16.50 centimetres,Ming dynasty,"19,401,214.26","Porcelain vase with underglaze blue decoration. This 'min yao' vase has a tall spreading neck with ribbed handles attached on either side, rounded shoulders, a flared foot and an unglazed base. It is decorated in pale blue cobalt with fruiting peach branches at the neck, scrolling peony around the belly and a band of spirals between double horizontal lines at the foot. Glaze is crackled.","tree, bush, friut, flowers",vase,https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_22/d27bfa87_5bd9_4413_8482_a3ba016d7c53/mid_00267284_001.jpg
,18thC,Height: 112 millimetres,Diameter: 62 millimetresHeight: 112 millimetres,Qing dynasty,"PDF,C.643","Small pear-shaped porcelain vase. There is a depiction of the Hundred Antiquities around the body in underglaze blue, and a narrow band of classic scrolls around the middle of the neck. There is an inscription on the base.",Hundred Antiquities,vase,https://media.britishmuseum.org/media/Repository/Documents/2014_10/6_6/2b28566d_9bdc_4552_bc03_a3bc006cdd98/mid_00390575_001.jpg
,1628-1644,Height: 43.50 centimetres,Height: 43.50 centimetres,Ming dynasty,Franks.114,"Rolwagen' porcelain vase with underglaze blue and incised decoration. This cylindrical 'rolwagen' vase has straight sides and a short waisted neck which flares out at the mouth. Its base is unglazed and slightly depressed in the centre. Outside it is painted in vibrant blue with a succession of vessels containing plants and flowers. These are: a vase with flowers and ring handles, a 'penjing' in which a rock stands, a vase containing plum blossoms, a 'penjing' with plantain, a vase with hollyhocks and two small 'meiping' vases. Incised below is a band of zigzag and above a band of foliage scroll. Around the neck is a band of inverted alternating large and small leaf tips.","plum, plant, penjing, vessel, leaf",vase,https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_13/3f419a9d_f330_48e3_a70f_a3b700da9695/mid_00066275_001.jpg
,1573-1620,Height: 188 millimetres,Diameter: 95 millimetresHeight: 188 millimetres,Ming dynasty,"PDF,A.662","Porcelain vase in ancient bronze form. Six applied vertical tubes just below rim and around base of neck, and six rectangular projections around body. Underglaze blue with lotus leaves on foot, ruyi-type motifs at base of body. Six roundels of pseudo-Arabic script between projections on the body with ruyi and leaf designs. Several bands of decoration on neck.","inscription,clouds",vase,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/516130b9_168a_4a8e_a66f_a3bb017acaeb/mid_00387190_001.jpg
,1590-1610,Height: 74 millimetres,Height: 74 millimetresWidth: 137 millimetres,Ming dynasty,"PDF,B.694",Porcelain water-dropper in form of an aubergine with stem-shaped spout with relief leaves. Peach-shaped opening at the top of the round end. Underglaze blue in pencilled style with a cock and hen in a reedy landscape. Naturalistic details painted on the leaves and stem.,"cock, hen, leaf, plant",pot,https://media.britishmuseum.org/media/Repository/Documents/2014_10/6_6/4e634396_7ce4_431b_a026_a3bc006a10fd/mid_00389643_001.jpg
,17thC,Height: 44 millimetres,Height: 44 millimetresWidth: 95 millimetres,Ming dynasty,"PDF,A.637",Porcelain water-pot in the form of a half pomegranate with applied leaves and branches. Underglaze blue on branch-shaped handle and tops of fruit and leaves. Two applied fruit-shaped feet.,"fruit, flower, leaf",pot,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/8144fa7f_56cf_4af8_aca8_a3bb017a1b95/mid_00387140_001.jpg
,1900-1949,Height: 77 millimetres,Height: 77 millimetres Width: 78 millimetres Depth: 78 millimetres,Qing dynasty,"PDF,B.653","Square porcelain water-pot with high sides. Underglaze blue with four-square dragon in a roundel on each side, circled by scrolling lingzhi and leaves. Eight emblems on rim. Inscriptions on base and on bottom inside.",dragons,pot,https://media.britishmuseum.org/media/Repository/Documents/2014_10/6_6/07e29156_6abb_4e38_a001_a3bc006972c3/mid_00389517_001.jpg
,1573-1620,Height: 72 millimetres,Height: 72 millimetresWidth: 131 millimetres,Ming dynasty,"PDF,B.612","Small porcelain water-pot in form of a fisherman in a boat, with openings at front and back. Underglaze blue with lines defining fisherman's features and a painted wicker roof. Waves along bottom of boat, ruyi patterns around the sides and large medallion at the front.","human, boat",pot,https://media.britishmuseum.org/media/Repository/Documents/2014_10/6_6/7a6b6200_cc61_4511_8b2d_a3bc00680c94/mid_00389064_001.jpg
,1662-1722,Height: 49 millimetres,Diameter: 58 millimetresHeight: 49 millimetres,Qing dynasty,PDF.666,"Porcelain wine-cup with tall sides and flaring lip. There is a garden scene of chrysanthemum, rocks and butterflies in underglaze cobalt blue on the exterior. There is a mark on the base.",plant,cup,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/bfecf7b4_74fe_469d_aa2a_a3bb016b99e9/mid_00382260_001.jpg
,1662-1722,Height: 39 millimetres,Diameter: 50 millimetresHeight: 39 millimetres,Qing dynasty,PDF.652,"Porcelain wine-cup with tall sides and flaring lip. There are quails and chicks next to a rock with flowers and grass in underglaze cobalt blue on one side, and chrysanthemus and two insects on the other. There is a mark on the base.","rock, plant",cup,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/d3f3549f_57e9_41fc_aa37_a3bb016bace3/mid_00382220_001.jpg
,1600-1630,Height: 40 millimetres,Diameter: 63 millimetresHeight: 40 millimetres,Ming dynasty,"PDF,C.615",Small porcelain wine-cup. Underglaze blue with all over pattern of a fishing net on the exterior and single fish in the centre on the interior. There is an inscription on the base.,"fish, net",cup,https://media.britishmuseum.org/media/Repository/Documents/2014_10/6_6/740187a3_5d1a_4e5b_953b_a3bc006c9bfc/mid_00390444_001.jpg
,18thC,Height: 70 millimetres,Diameter: 88 millimetresHeight: 70 millimetres,Qing dynasty,PDF.658,"Porcelain wine ewer, of depressed globular form, with cover. The ewer is made of 'soft paste' porcelain (hua shi). There are lappets, scrolls and leaf patterns in underglaze blue on the body, and stylised flowers on the spout and handle. There is a mark on the base.","inscription,flower",pot,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_22/42200be8_a124_4837_8ef6_a3bb016bc8d2/mid_00382235_001.jpg
,1426-1435,Height: 72 millimetres,Height: 72 millimetresWidth: 320 millimetresDepth: 78 millimetres,Ming dynasty,"PDF,A.629","Oval writing box and cover. Underglaze blue with dense lattice pattern inset with ogival panels containing scrolling flowers. 'Three Friends of Winter', pine, prunus and bamboo, on inside of lid. Inside contains separate areas for porcelain ink, pens and porcelain water, with scrolling flower design. Base unglazed.","plum, bamboo, pine",box,https://media.britishmuseum.org/media/Repository/Documents/2014_10/8_15/3c742852_8ff0_45e8_a17b_a3be00fa9032/mid_00439084_001.jpg
,1403-1424,Height: 31.40 centimetres,Height: 31.40 centimetres,Ming dynasty,"19,470,712.20","Porcelain yuhuchun bottle decorated in underglaze blue. This heavily potted pear-shaped yuhuchun bottle has an out-turned rim and stands on a spreading foot ring. It is decorated beneath the glaze in cobalt blue with a flower scroll around the body, possibly of camellias, and with two bands of formal lotus scroll separated by a band of lotus petals around the neck. The shoulder and area above the foot are painted with a band of pendant flowers. The foot is ornamented with key-fret.","flower, lotus",vase,https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_21/49b35d80_4eb5_4a7d_baa7_a3ba015b0bfa/mid_00262379_001.jpg
,1573-1620,Height: 88 millimetres,Height: 88 millimetres Width: 308 millimetres Depth: 217 millimetres,Ming dynasty,"PDF,B.611","Rectangular writing porcelain box. Underglaze blue with primary scene in ogival panel on cover of a scholar seated in front of a screen with attendants. Similar scenes in rectangular panels around sides, on dense diaper ground. Large spray of five flowers and leaves . Large fruiting tree on bank of a river on lower inside part. There is an inscription on the base.","human, plant",box,https://media.britishmuseum.org/media/Repository/Documents/2014_10/6_6/3063ab3a_6b11_400f_99fd_a3bc0067f06d/mid_00389053_001.jpg
,1330-1368,Height: 27 centimetres,Height: 27 centimetres,Yuan dynasty,"19,671,019.10","Yuhuchun bottle with underglaze blue decoration and a cut-down neck. This thickly potted pear-shaped yuhuchun bottle has a spreading foot and a chipped, cut and ground-down neck. It is decorated beneath a matte blue-white glaze in underglaze blue with a three-clawed dragon with bared teeth, pursuing a flaming pearl among ruyi clouds. Below this is a band of brackets above eight stylized lotus lappets framing ruyi swirls with large and small spheres. The base is glazed.","dragon, lotus",vase,https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_21/fd2e92c3_856e_4dcb_b5a5_a3ba01610b62/mid_00263850_001.jpg
,1436-1456,Height: 17.50 centimetres,Height: 17.50 centimetres,Ming dynasty,"19,470,712.17","Porcelain water sprinkler with underglaze blue decoration. This water sprinkler has a long narrow tapering neck, a squat eight-lobed body and a straight foot. It is painted in bright blue tones beneath a yellowish glaze. Painted around the body are three lotus flowers on a continuous scroll, with three inverted plantain leaves around the neck and a scrolling band around the mouth. The base is unglazed.","lotus, leaf, plant",vase,https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_22/609c1732_0885_444d_8bfe_a3ba016d70f4/mid_00267280_001.jpg
